VelocityX, VelocityY, LocationX, LocationY
593.164307, -90.340302, -36132.492188, 12345.541016
592.888794, -92.004761, -34274.476563, 11899.606445
-49.101482, -597.994263, -32806.015625, 11284.248047
509.593658, 316.716461, -32608.328125, 9927.392578
598.292297, -45.313145, -30986.742188, 10699.497070
455.333069, 390.720459, -29236.406250, 10794.868164
-21.729950, -599.607910, -28117.755859, 10953.051758
272.889648, 534.361694, -27726.183594, 9922.601563
-114.436058, 588.997375, -27040.529297, 12090.319336
349.603271, 487.643738, -27263.328125, 13917.979492
-483.610504, 355.096222, -26733.421875, 15450.049805
359.341339, 480.458618, -27722.083984, 16659.166016
584.512817, -135.402359, -26451.968750, 17807.255859
164.912125, -576.924194, -24969.796875, 17389.388672
-385.109528, 440.691437, -24646.253906, 16012.387695
-133.894104, -584.848328, -25643.644531, 16999.896484
79.217567, 228.526260, -25965.281250, 15576.807617
-470.436096, 372.404236, -26063.589844, 16395.140625
350.448853, 487.014343, -27159.046875, 17463.103516
541.312561, 258.787872, -26003.314453, 18902.134766
-456.900146, 388.901703, -24755.972656, 19596.679688
-598.402588, -43.851120, -26078.226563, 20275.683594
-306.826263, 154.525253, -27555.283203, 20173.341797
-118.334938, -341.111969, -28333.998047, 20526.529297
581.889038, -146.306946, -28029.244141, 19796.906250
-511.885498, 313.015808, -26485.232422, 19671.603516
19.898964, -599.682434, -27920.849609, 19717.740234
-525.625977, 289.298615, -28204.394531, 18339.134766
0.000000, 0.000000, -29539.005859, 19433.423828
0.000000, 0.000000, -29539.005859, 19433.423828
0.000000, 0.000000, -29539.005859, 19433.423828
0.000000, 0.000000, -29539.005859, 19433.423828
-323.493317, 505.301147, -29719.287109, 19697.068359
-73.866005, 595.454407, -30575.957031, 21318.455078
-339.973511, -494.403259, -30942.771484, 22567.435547
-348.622986, -488.311096, -32068.443359, 20944.935547
479.628296, -360.463257, -32458.222656, 19236.607422
